web_id	spu_id	sku_id	sku_name	picurl	sub_picurl	dt	item_third_cate_cd
2	527424385694	527424385694_0	【天猫超市】维他 低糖柠檬茶250ml*16盒/箱 真茶+真柠檬 维他奶	//img.alicdn.com/imgextra/i2/TB1LXkqLFXXXXcyXpXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	//img.alicdn.com/imgextra/i2/TB1LXkqLFXXXXcyXpXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	2017-02-28	1602
2	527757869464	527757869464_0	【天猫超市】SUNTORY/三得利乌龙茶（低糖）500ml*15瓶茶饮料	//img.alicdn.com/imgextra/i1/TB11nRPPVXXXXcFXVXXXXXXXXXX_!!2-item_pic.png_430x430q90.jpg	//img.alicdn.com/imgextra/i1/TB11nRPPVXXXXcFXVXXXXXXXXXX_!!2-item_pic.png_430x430q90.jpg	2017-02-28	1602
2	527890654372	527890654372_0	【天猫超市】娃哈哈含乳饮料乳酸菌饮品100ml*20/组新配方新包装	//img.alicdn.com/imgextra/i2/TB146WvLVXXXXaBXFXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	//img.alicdn.com/imgextra/i2/TB146WvLVXXXXaBXFXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	2017-02-28	1602
2	528194771383	528194771383_0	【天猫超市】健力宝 轰茶君乳酸菌红茶饮料 (柠檬味) 500*15瓶/箱	//img.alicdn.com/imgextra/i1/TB1m0E.KFXXXXbbXpXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	//img.alicdn.com/imgextra/i1/TB1m0E.KFXXXXbbXpXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	2017-02-28	1602
2	528300062638	528300062638_0	【天猫超市】达能 脉动维生素饮料青柠味 1L*12/箱 健康饮料	//img.alicdn.com/imgextra/i1/TB1SOISPFXXXXaDaXXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	//img.alicdn.com/imgextra/i1/TB1SOISPFXXXXaDaXXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	2017-02-28	1602
2	528526403684	528526403684_0	【天猫超市】维他奶 健康+醇味豆奶 250ml*12盒/箱 植物蛋白 维他	//img.alicdn.com/imgextra/i4/TB1yEE4LVXXXXasXVXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	//img.alicdn.com/imgextra/i4/TB1yEE4LVXXXXasXVXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	2017-02-28	1602
2	528587910403	528587910403_0	【天猫超市】统一 小茗同学 溜溜哒茶 480ml*15瓶 乳酸菌味	//img.alicdn.com/imgextra/i3/1955345225/TB2XB6wlVXXXXbKXXXXXXXXXXXX_!!1955345225.jpg_430x430q90.jpg	//img.alicdn.com/imgextra/i3/1955345225/TB2XB6wlVXXXXbKXXXXXXXXXXXX_!!1955345225.jpg_430x430q90.jpg	2017-02-28	1602
2	528597149774	528597149774_0	【天猫超市】蒙牛未来星妙妙营养果汁酸奶饮品香蕉味 180ml*16瓶	//img.alicdn.com/imgextra/i2/TB19oIrNFXXXXbaXXXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	//img.alicdn.com/imgextra/i2/TB19oIrNFXXXXbaXXXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	2017-02-28	1602
2	528623256076	528623256076_0	【天猫超市】统一 海之言 黑加伦 500ml*15瓶 及时补充水分和盐分	//img.alicdn.com/imgextra/i3/725677994/TB2nL.VtVXXXXaJXpXXXXXXXXXX_!!725677994.jpg_430x430q90.jpg	//img.alicdn.com/imgextra/i3/725677994/TB2nL.VtVXXXXaJXpXXXXXXXXXX_!!725677994.jpg_430x430q90.jpg	2017-02-28	1602
2	528736079635	528736079635_0	【天猫超市】佳得乐 蓝莓味运动饮料整箱600ml*12 百事出品	//img.alicdn.com/imgextra/i3/TB1.C5nNpXXXXbcapXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	//img.alicdn.com/imgextra/i3/TB1.C5nNpXXXXbcapXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	2017-02-28	1602
